Domain Code,AreaName,ItemName,Year,Value,Flag,FlagD 
FS,Saint Vincent and the Grenadines,Per capita food supply variability (kcal/capita/day),2009,13,,Official data
FS,Saint Vincent and the Grenadines,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Saint Vincent and the Grenadines,Per capita food supply variability (kcal/capita/day),2011,12,,Official data
FS,San Marino,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,San Marino,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2000,11,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2001,41,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2002,48,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2003,51,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2004,47,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2005,13,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2006,13,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2007,17,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2008,16,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2009,19,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2010,17,,Official data
FS,Sao Tome and Principe,Per capita food supply variability (kcal/capita/day),2011,21,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2000,61,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2001,55,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2002,37,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2003,44,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2004,61,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2005,79,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2006,63,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2007,34,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2008,22,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2009,23,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2010,32,,Official data
FS,Saudi Arabia,Per capita food supply variability (kcal/capita/day),2011,49,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2000,32,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2001,13,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2002,13,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2003,27,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2004,27,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2005,25,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2006,25,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2007,29,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2008,22,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2009,44,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2010,49,,Official data
FS,Senegal,Per capita food supply variability (kcal/capita/day),2011,31,,Official data
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Seychelles,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2000,54,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2001,93,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2002,101,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2003,72,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2004,35,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2005,18,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2006,25,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2007,52,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2008,58,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2009,54,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2010,34,,Official data
FS,Sierra Leone,Per capita food supply variability (kcal/capita/day),2011,14,,Official data
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Slovenia,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2000,38,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2001,60,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2002,71,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2003,69,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2004,42,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2005,16,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2006,22,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2007,20,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2008,24,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2009,25,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2010,34,,Official data
FS,Slovakia,Per capita food supply variability (kcal/capita/day),2011,54,,Official data
FS,Singapore,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Singapore,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Somalia,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,South Africa,Per capita food supply variability (kcal/capita/day),2000,13,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2001,22,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2002,25,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2003,21,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2004,22,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2005,7,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2006,7,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2007,20,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2008,31,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2009,33,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,South Africa,Per capita food supply variability (kcal/capita/day),2011,21,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2000,44,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2001,26,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2002,27,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2003,13,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2004,9,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2005,11,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2006,14,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2007,18,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2009,35,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,Spain,Per capita food supply variability (kcal/capita/day),2011,22,,Official data
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Western Sahara,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2000,30,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2001,17,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2002,11,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2003,17,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2004,17,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2005,19,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2006,19,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2007,19,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2008,15,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2009,14,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2010,9,,Official data
FS,Sudan (former),Per capita food supply variability (kcal/capita/day),2011,16,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2000,44,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2001,45,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2002,41,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2003,36,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2004,21,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2005,21,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2006,21,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2007,19,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2008,27,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2009,26,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2010,30,,Official data
FS,Suriname,Per capita food supply variability (kcal/capita/day),2011,49,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2000,132,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2001,89,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2002,61,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2003,56,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2004,44,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2005,33,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2006,37,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2007,47,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2008,47,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2009,37,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2010,19,,Official data
FS,Tajikistan,Per capita food supply variability (kcal/capita/day),2011,19,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2000,40,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2001,72,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2002,76,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2003,73,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2004,56,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2005,53,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2006,54,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2007,58,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2008,71,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2009,75,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2010,41,,Official data
FS,Swaziland,Per capita food supply variability (kcal/capita/day),2011,24,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2000,26,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2001,22,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2002,18,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2003,20,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2004,10,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2005,13,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2006,12,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2007,25,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2008,29,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2009,28,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Sweden,Per capita food supply variability (kcal/capita/day),2011,20,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2000,12,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2001,47,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2002,47,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2003,50,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2004,44,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2005,28,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2006,31,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2007,30,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2008,24,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2009,15,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2010,16,,Official data
FS,Switzerland,Per capita food supply variability (kcal/capita/day),2011,7,,Official data
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Syrian Arab Republic,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2000,159,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2001,116,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2002,99,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2003,72,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2004,47,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2005,26,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2006,29,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2007,24,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2008,31,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2009,24,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2010,24,,Official data
FS,Turkmenistan,Per capita food supply variability (kcal/capita/day),2011,29,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2000,33,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2001,34,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2002,34,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2003,38,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2004,51,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2005,54,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2006,57,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2007,57,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2008,70,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2009,37,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2010,43,,Official data
FS,United Republic of Tanzania,Per capita food supply variability (kcal/capita/day),2011,60,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2000,47,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2001,45,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2002,47,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2003,46,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2004,24,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2005,26,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2006,19,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2007,41,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2008,41,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2009,38,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2010,36,,Official data
FS,Thailand,Per capita food supply variability (kcal/capita/day),2011,38,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2000,27,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2001,24,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2002,32,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2003,28,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2004,27,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2005,23,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2006,16,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2007,19,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2008,13,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2009,12,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2010,16,,Official data
FS,Togo,Per capita food supply variability (kcal/capita/day),2011,11,,Official data
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Tokelau,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Tonga,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2000,18,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2001,39,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2002,58,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2003,47,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2004,54,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2005,58,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2006,68,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2007,41,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2008,22,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2009,21,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2010,19,,Official data
FS,Trinidad and Tobago,Per capita food supply variability (kcal/capita/day),2011,19,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2000,78,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2001,76,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2002,79,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2003,45,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2004,63,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2005,58,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2006,58,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2007,16,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2008,15,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2009,42,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2010,57,,Official data
FS,Oman,Per capita food supply variability (kcal/capita/day),2011,53,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2000,82,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2001,61,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2002,57,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2003,79,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2004,78,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2005,31,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2006,30,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2007,23,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2009,22,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2010,32,,Official data
FS,Tunisia,Per capita food supply variability (kcal/capita/day),2011,24,,Official data
FS,Turkey,Per capita food supply variability (kcal/capita/day),2000,36,,Official data
FS,Turkey,Per capita food supply variability (kcal/capita/day),2001,36,,Official data
